Naive,RandomizeUpdate,Randomize,KMP,Boyer-Mooer,String.indexOf
4523126,605882774,610426435,7290817,1469356,3106
5008831,618564982,610927278,7991026,1402243,3628
4807175,657335555,634121917,8591926,1640830,3785
4912604,594477470,594005449,7305361,1535433,3674
5246795,588876391,589353389,7224086,1490824,4253
8455117,1007959206,1002199087,13089357,2734667,6735
8686139,1112785157,1108784190,12759440,2591106,5788
5893579,763305892,745132769,9189073,2057388,4848
6489663,683481322,686193041,8649497,1753381,4651
5166793,640889371,635603172,7832332,1669274,3992
5323808,594551390,593850152,7544684,1578343,3660
4796150,624015562,622410874,8233142,1632720,3725
5205950,673835630,674165439,8237956,1719415,3708
5387995,822865002,815491044,9430668,1909341,4144
5612589,716313612,715742835,9435985,1748662,4395
5537345,673649038,667563415,8118173,1636441,3604
5218127,583252333,593082942,7311525,1545908,3766
5502916,666461127,666016585,8168128,1641299,3664
5722221,675580655,679348804,8231405,1688873,3881
6038307,771499643,740857361,8768640,1814360,4105
6253319,734413031,741872684,8840030,1777887,3916
5317322,651114400,647262106,7798891,1581444,3876
5062153,662919216,644004155,7641950,1543363,3956
5329143,555639223,536931141,6895924,1415964,3481
4621635,564921393,564506847,7036066,1489865,3585
5332827,566659973,563229614,7339157,1530199,3513
4697877,657408227,652994601,7865552,1606963,3491
4973572,651868997,654009915,7679283,1617505,3795
5269800,582892943,587755354,7320517,1469007,3617
5185981,690159463,672503900,8214511,1657443,4347
4426444,574818938,579623383,7229632,1468111,3973
4826693,588736540,589535825,7430524,1541307,3394
4523388,527814615,521293875,7646755,1341628,3489
4981790,680423812,685867116,8132828,1590650,3247
4840320,597785189,597111344,7611766,1587982,3520
5751630,646580871,638308341,8002570,1618621,3911
8494447,1114685533,1117185322,13004689,2826990,6218
9153467,1013710459,1000327044,11986229,2503864,5662
5831677,732448726,737212275,9102470,1877546,4195
5674193,622508919,625103030,7675153,1581891,3994
4611346,663510101,661820427,7659521,1642925,4065
5578942,705724485,700188111,8188955,1564005,3533
5133289,621251293,629436964,7303716,1420137,3609
4410174,657388075,665270764,7677456,1692814,3375
5060109,594373155,590440836,7680056,1578933,3322
4849859,619296458,619982574,7869837,1682418,3315
4671618,551024895,549280505,6928195,1414703,3250
5636852,690855005,690645880,8533604,1684131,3598
5450969,671399960,669149487,8248691,1689738,3821
4748009,553065233,557574203,6795850,1444640,3551
5501022,666060851,666048457,9011307,1551882,3182
5064663,533140960,531665181,6570041,1316565,3454
4653165,583351002,576186039,7262433,1548316,3269
5259897,631059145,633868457,7526646,1562851,3308
6317030,662227344,668928258,8377803,1664025,3605
5840114,651737113,647194796,7866631,1539144,3978
4626056,613103789,610467549,7283827,1440941,3169
5217331,553492784,549123021,7188531,1467689,3469
4543928,611756335,603129140,7404309,1551137,3355
4528417,666467771,667037227,8823419,1506828,3735
5231657,533318041,528478040,6907413,1475710,3973
4873471,633122619,638559463,7591215,1530102,3677
9045970,981835933,974283697,11972743,2667636,6626
8480006,1048344730,1045681105,11878110,2455632,5858
5866718,738656615,734532588,9246068,1906216,4069
5308400,703403853,706183256,8541778,1837978,4333
5186800,704113547,699114458,9254972,1793035,4803
5081864,605340776,612055493,7453389,1486259,3596
5021366,594762032,584857192,8510440,1537298,3659
4821184,702415785,697009451,8137376,1663449,3570
4934060,619424950,612297455,7612868,1574370,3303
4438661,658190476,653941178,7584329,1493352,3405
4997955,575260962,562515014,6802635,1398292,3367
5199949,800640905,797680657,8911833,1747844,3599
4918237,597079367,599068602,9449321,1640223,4240
5288014,599481401,599600743,8055615,1498472,3672
4354443,609818948,611938124,7324116,1524400,3359
4902320,610292059,606292305,7745717,1570882,3325
4665734,685503522,696662797,8125434,1628269,3327
4760444,699987639,702734607,9471102,1690228,3418
5675803,751558286,740907710,9015783,1717264,3792
4723392,526040462,516050147,6501758,1394585,3598
4210800,617951261,613247324,7248579,1461397,3407
5295452,662115559,650153368,7985520,1614721,3422
5181257,663212581,654174583,7951334,1627119,3545
5429738,638827184,634194114,7723631,1519278,3598
5801213,542439622,533823628,6992146,1420385,3554
4611536,613826943,609236505,7077715,1461730,3309
4647991,605442680,598649099,7128105,1511508,3535
4572122,637308265,640532765,7661575,1580892,3401
5433304,609766619,611891897,7617955,1589203,3374
5021157,704052002,703003471,8110570,1597076,3647
5694853,625192440,625333327,7987459,1668763,3523
5387231,640810087,649547396,8746665,1548368,3425
4765153,577615521,573626465,7999083,1352194,3090
4473114,569648237,562715842,7710033,1374009,3357
4450926,555518631,559687170,6750991,1384469,3293
5099976,661657867,671065653,8255012,1738291,3716
4802972,636969894,637912369,7628152,1522813,3511
6848626,741663239,745455879,9632565,2055163,4517
9497147,1011812999,1013650925,12490091,2567360,6432
7389537,925456844,923934600,12476269,2357090,5215
5419614,645243435,641649953,8187125,1760212,4110
5956468,689982284,686636360,8612535,1843338,4203
5361450,651177867,651935114,7776560,1548013,3609
5067182,695442975,684857416,8511984,1769174,3646
5150671,716783345,717624322,9352174,1631762,4246
4088552,678256125,681561994,7481646,1534308,3566
4725151,607817364,592865604,7034086,1417329,3375
5376985,690218688,687811048,7942068,1571521,3552
5313619,635974614,628915310,7882905,1550880,3600
4265500,535821609,525868284,6685682,1403027,3224
4885784,678357502,660553330,7733494,1523861,3193
5337637,643353399,645204855,7526383,1506748,3409
5106650,679036707,682079801,8482724,1847401,3904
5288192,639960875,637874747,9496429,1612052,3913
4832206,653615214,651181464,8968201,1676388,3309
5125073,582141651,577317021,7373780,1544289,3381
4614704,582598623,584824100,7277621,1533720,3298
5133903,631955224,628429142,7581373,1614930,3667
5114198,661143458,664563349,7867236,1515994,3521
6028458,729779509,711435495,8571714,1639190,3722
10153020,1159272602,1151754972,13644332,2747018,6322
7336514,1026661413,1025072722,11737686,2369502,5536
5427812,632908872,631227172,7811030,1571431,3996
5560239,772556897,751616293,8855173,1921658,4072
4718914,743893437,739324697,9667629,1782355,3641
5389455,638111858,638622418,8852263,1659249,3478
4964158,675127944,676391308,8161209,1620149,3641
4085146,676951615,681758003,7813605,1513509,3292
4526363,622603854,622039855,7330038,1536820,3141
4482968,554255468,557647124,8051979,1512351,3224
4946493,735019866,735493895,9290753,1680187,3625
5109232,688798279,687633955,8140617,1713575,3863
6022718,718321524,720807198,10205505,1654949,3545
5048319,614744887,615717177,7411630,1454757,3264
4249130,651497487,650570207,8022453,1671247,3455
4625965,572499092,576382546,7644347,1555581,3339
5481648,712339490,704736279,9672207,1909108,4184
5271771,580055066,587687353,8195389,1687534,4774
6540155,781559349,773811653,10407113,2025024,6307
8931095,1078345631,1084314846,13077234,2681857,6578
8055051,893353814,884726676,11094950,2348860,4869
5513753,698993208,693048832,8290271,1748664,4023
5489686,761550240,759234299,9358264,1990173,4015
4814928,706038619,697229402,8110751,1613030,3658
5056769,658672280,659942375,9599782,1754226,3633
5326336,658377233,659448571,7888633,1570483,3351
5073523,618375373,599107147,7490026,1518464,3466
4558866,618069745,592867887,7776557,1368136,3547
5528424,644936168,647797144,8210927,1734372,4068
5160740,641569298,643675155,7887453,1725856,3528
5104962,577562176,584634482,7337951,1504353,3500
5605658,620844405,624489259,7744701,1628688,3698
7616266,858935249,865721841,10962489,2372656,5911
8597155,849909130,859001325,12399981,2153500,5237
6933965,768050577,759803545,9499454,1976000,4583
6748095,730268229,731136109,9278745,2048222,3898
5689463,731437786,727530080,8998438,1928941,4816
5346859,651990434,647954532,8295891,1719206,4068
5740394,688279759,680586825,8705073,1752350,3782
5399202,591732025,587659170,8609914,1611031,4075
5452879,669734511,673889576,8643169,1779084,3500
4876932,664129510,666121673,8037612,1634950,3640
5265470,674479088,688477857,8546724,1601119,3792
5471972,644026455,643482998,8014716,1632862,4320
5760770,731525031,732275798,9185827,1859643,5254
7905436,889420071,893262103,11780811,2572410,6057
9158505,1209352354,1230175892,14472823,3107566,14349
5782932,691555481,691352664,8633469,1824342,4245
6370328,840926493,834159262,9876144,2013511,4437
6305934,714294569,699585618,8817684,1748365,4077
5050629,688137463,694995319,8729833,2718464,4027
5934983,742370876,732830261,9087656,1758239,3752
5675535,747750812,741537954,10695144,1986627,4305
5920377,720656085,723019958,9289242,2011712,4069
6268153,688185681,680028689,8584266,1781082,4654
6425516,623158391,597134721,7855722,1659450,3611
4850240,684266971,683662340,8338504,1751784,3718
5908884,683928565,681960351,8575367,1672377,4064
6525174,775045676,764686387,9556543,1994611,4122
6679589,801025956,792605347,10283313,2087943,4360
5604242,721597761,725061764,9507062,1974597,3928
5974679,683647178,663671804,9310788,1723649,3945
5053600,696095325,699251824,8367714,1692269,4147
6081712,721040424,710322800,8938137,1851916,4664
5772049,686736950,689500793,8660538,1887000,4986
5875917,771573002,763905683,9508300,1892520,4438
5390679,728005988,719930937,10117501,1733034,4280
5486466,676441768,689834063,8843413,1766550,3694
5531961,657608113,658187264,8330407,1647925,3640
4812733,626006371,628092237,8265216,1734745,3437
5063954,627303401,619355584,7737445,1648623,3427
5061713,645961861,646479053,8895030,1689093,3835
4713268,557268497,555140900,7216909,1510422,3859
5695323,597861539,590863554,7767398,1601587,3587
5786832,607673700,615527089,7614478,1486037,3621
5702496,626946976,621906664,8157930,1664401,3602
5738624,654420337,659019425,8738935,1722232,3837
8271046,761071340,774780986,10468879,2228961,5151
8718509,1023640088,1020704182,12855036,2779698,7850
7569372,876726431,875702325,10785878,2206528,5781
7025633,692820905,690003675,8988407,1800439,4614
5847630,706935230,710632731,9092395,1923097,4400
6259110,664000247,664678478,8333181,1720480,3678
6095446,724776354,721089212,9018087,1863110,5488
5247630,634928289,635907902,8283949,1668796,3763
5594349,662192110,655523008,9296086,1651694,3506
4726553,579247795,568529289,7124401,1443941,3337
5075918,614354477,614091095,7871191,1620959,3374
5261044,712136521,713170795,8964540,1886770,4342
5905925,731771767,730391822,9106848,1768111,4224
5380209,692495779,696458165,8496146,1708367,3750
4544761,603762889,608799215,7998401,1626742,3625
5224385,601855642,603031904,7851819,1590730,3741
5680006,613130698,606454646,8045822,1586317,3472
5470044,599167406,583844909,7876721,1784678,4080
6336180,655929139,697869757,9429321,1949392,4864
5176163,695748205,700317413,10419718,1753336,4209
5793785,716347339,716115353,9221767,1921650,3867
5212941,708404262,714619325,8783778,1792618,3670
7933563,1063258108,1060166612,12690471,2548930,5737
9294492,1107279854,1106358217,16422713,3126361,6903
6202105,713519669,716068291,10417907,1996183,4736
5835231,835992214,832151094,9851871,2041286,4092
5612549,768567485,773057355,9249827,1797759,3844
5373426,759158957,766154280,9151426,1837425,3899
6615113,697795545,682254090,9086222,1799645,3818
9063074,755280444,754124359,9429824,1928404,4312
6367076,701680442,699956259,9381432,1979113,4304
6847490,695150833,685528446,8825303,1789421,4420
5889000,661040710,653364648,8589705,1832057,4025
6004593,675913871,675090325,8571011,1743296,3931
5724268,679716448,671674967,8881860,1819247,3822
5065542,705304205,678442874,8321887,1752642,3472
4801550,644601208,641510319,8095567,1602399,3527
5826278,709170114,702869377,8864729,1826560,4628
5807428,716421169,721812196,9114321,1829781,4919
7984415,874727392,841729768,11654220,1980629,4558
10234427,1241633683,1239923639,14741778,3062055,6703
8131223,857029126,844652780,10585339,2165239,5350
6173557,777291456,776436719,9496978,1963627,4471
6305286,739716582,723841942,9212592,1911079,4187
5982302,674968995,672143418,9220709,1618920,3786
5311179,715186546,713814244,8892430,1822736,3926
5901400,662563503,665670045,8587255,1789952,3773
5383861,598111359,599509639,7333126,1435422,3571
5631598,628635302,630839047,7984490,1575410,3939
5204431,718435333,720205917,9127877,1833388,3628
5296760,717708161,704621657,8899955,1734638,4370
5825297,706950575,707709880,9431872,1976984,3755
8475303,1103378018,1110865044,14133404,2645953,6408
8299029,1124360285,1121529457,14044023,3139660,6477
6484934,757135812,755217866,9305029,1932061,4752
6178877,701051053,703934341,8738013,1776531,4208
5871073,819900408,820383747,11382504,1967577,4113
6662367,698702988,697743374,9206792,1845156,14719
6498063,697492087,697185386,9032237,1830582,4009
7236548,749420146,747863790,9535792,1849004,4371
5751679,762066229,758225960,9480337,2075228,4501
6016293,776859887,776363395,9564657,1934135,3891
5793734,732676534,702900555,8600995,1703890,3373
4990162,703129347,698297128,8858482,1805161,3668
5483896,750720215,735202731,8672230,1679254,3484
5032136,658693248,633795916,7816143,1622236,3476
5670249,620267552,623334234,8063439,1563147,4278
5892726,679222277,682720369,8377385,1595768,3641
5771444,688181131,673142868,9385968,1752941,3817
6030236,708794130,688351817,8395276,1623769,3442
5312727,691933443,686098200,8677227,1692306,3374
4831952,662703840,665450582,8213365,1707443,3211
5556809,656771818,657767914,8385516,1656749,3510
5800430,770524652,779319956,9306863,1946020,3906
5314994,660681025,661301762,8383320,1745460,3710
7735600,1108213837,1106269834,13867080,2914607,6120
9039540,1103619790,1086745712,13564705,2841793,5939
7322606,855211179,856208404,10752963,2088459,4519
6430417,913857779,914852154,12029614,2089996,4269
4504340,776561849,751706817,8839423,1883424,3658
7109725,719324606,712251491,9370896,1893223,3933
5552513,742226022,743318590,9255979,1986241,3710
4943049,590762424,565896562,8607478,1578446,3443
5413768,696052542,676846807,8136597,1661127,3492
5766508,756018815,739421680,8845509,1716928,3734
6221872,692813196,683362592,8775530,1763749,3568
6307779,630275837,607536180,8582016,1821403,3792
9394826,1052307269,1073838535,13323018,2759659,6256
8435161,1155417060,1160283009,14291966,2926209,6266
6620008,859395992,823042391,10006854,1976325,4246
7430974,852928959,851216159,11741299,2189888,4671
6142155,720433631,716595736,8910408,1822253,4049
5440763,642829479,612473076,7659056,1619349,4226
6045913,770535589,770509801,9653775,1990870,4160
5528609,702904128,702368379,9792764,1633731,3415
5396936,548718455,551311346,7497609,1553253,3878
4921545,613885205,603698731,7970727,1642570,3224
5221666,713311279,707647820,9320826,1776163,4064
5885274,624023618,626279681,8462405,1834060,4213
7776958,909531039,904305590,11468872,2468601,4857
9691842,1025521944,1031086562,14382739,2787494,7055
8375823,919113445,897820772,11361255,2354058,5308
6789786,851730089,817324041,10013316,2129389,4778
6292959,747692223,743093875,9468841,2018982,4444
5482863,787512040,785148160,9244510,1780440,3835
6119923,757787197,737699492,9238204,1742576,3835
5550293,647208372,649534583,8090923,1706438,3393
4995968,683082718,679999802,8395818,1791179,3512
6529515,636581580,632625612,8711414,1717695,3727
5682597,835306225,844526642,9985308,1993048,3657
6199014,776961788,774742472,9305624,1865680,5225
5423855,675845380,676358467,8668625,1818888,3479
5210788,645974811,637276830,9753774,1775002,3465
5476505,675911206,667346916,8059780,1572653,3542
5502690,649874775,646023570,8380671,1767405,3645
5433982,620415476,615812977,7745274,1614992,4524
5350168,662782253,660686535,8140244,1740472,3840
8051083,973402908,953253719,12346411,2668484,5583
9195162,1172544087,1166203451,14476682,3059166,6461
6052353,751706372,727671018,9071023,1890736,4157
6614244,818365423,812697794,10055226,2088832,4462
6059155,826844325,815380270,9981915,1943666,3940
5416662,775372178,779886831,9404282,1983048,3536
6397527,709802183,704282533,8825809,1747141,4486
5331600,598910815,598033146,7526323,1538232,3429
4319160,737166317,721448329,8524528,1867927,3600
6231027,648021161,650812916,8512590,1658500,4278
6476193,723218998,725795510,10232836,1796130,3708
5943821,704278117,707942852,9211535,1900141,3638
8419134,934405273,946139041,11535710,2367341,5240
10415937,1160708552,1127098255,13765897,2943203,7032
6403159,868669302,864932810,10099501,2066479,5591
6849999,814779342,803193495,10156570,1980264,4178
6004252,715253541,707001133,8720780,1806391,3869
5668107,688872849,677437128,8541306,1763609,3681
5667514,749484646,748154929,8825458,1791987,3823
5266716,714528434,707629715,8862667,1847636,3708
5848793,651395082,651200289,8667324,1689967,3478
4780544,614370822,609608297,8040091,1740139,3297
5580551,810591836,800165902,9628240,1927028,3935
5729052,668597688,672297465,8565363,1795966,3916
6933522,761599811,766047547,10102861,2023059,4655
8668566,1291628673,1234378597,15027872,3368839,8979
6818378,891466031,884155508,12004538,2245421,4865
6543438,627948965,623013413,8613193,1796778,4173
6581034,721792220,709271723,9690852,1942310,4235
5511610,681938240,680156076,8494156,1744123,4277
6434640,753815916,752720403,9963673,1976655,4214
6694816,736989843,729433773,11006831,2125350,4096
5633608,580888334,580024409,8676492,1900455,3867
5435444,703311792,692865093,9417032,1794176,3486
5477960,685441791,677010647,8880601,1748880,3632
5541164,692281273,692180588,9600207,1922084,5894
6061489,728921105,725742138,10518281,1843369,4029
6608012,782213943,795357368,10197091,1942968,3943
5163294,619732547,599397110,7753828,2627425,3368
4773096,703155840,695172078,8289042,1692364,3603
6171968,722132753,716158036,8542864,1586622,3933
4950303,755908599,747524214,8797781,1777700,3519
6197349,948865912,968672294,10979248,2278641,5112
8102552,1095626502,1114739455,13217551,2865212,6346
7596796,777110012,789466643,9909585,2031803,4551
6975104,861919448,871742491,10323794,2005287,4256
5985104,713095224,713112511,9667221,1825935,4334
6064179,709340263,706329098,8795713,1789655,3760
5662696,712031012,723781942,8345012,1637244,3586
4836969,678169114,675963503,7924619,1603125,3473
4868667,569276201,567555242,7201063,1540084,3849
5226702,692644206,691754594,8323383,1651220,3649
5299914,676930570,673217585,8994985,1682724,3635
5751262,745161562,733557303,8951849,1803527,3627
5433375,667339086,667458895,8310601,1697096,3735
5813941,612915073,602955459,7730650,1581524,3457
5666869,721534068,712728086,8560434,1676766,3483
5117223,698731298,691745676,9502282,1676024,3590
6327207,546454034,546514094,7428772,1510234,3959
5594051,691145078,689339791,8900856,1713791,3713
6178276,676255303,676247463,8643712,1831400,3704
5517485,771988712,746918806,10203723,1759683,3564
4887964,623487231,629578494,7545588,1531039,3423
5779898,697727365,700145740,8583716,1676737,3730
5708192,623032266,628870098,8938435,1807998,3784
5589347,760281646,750929148,8977618,1822248,3643
5889041,631064903,629045033,8197749,1637758,3346
5944556,675565189,678421443,9140785,1527360,3491
5618923,677455532,676197045,8508226,1659134,3246
5401794,754772769,756823294,9705456,1796950,3710
5440715,614375762,614737615,8080321,1589079,3768
6887407,911738970,901596435,11527717,2327523,4479
9766188,1131729839,1144451151,15012613,3374663,6885
8632230,999064479,998892055,12616785,2757699,5712
6986833,846136583,832681357,10594955,2105324,4562
6085992,819800423,822344255,10063951,1921669,4036
5980999,731492181,732284118,9335963,1829804,4160
4992580,787211681,775377526,9487883,1960899,3748
7021456,858977701,851534940,11216187,1892293,4178
7319052,813181013,821223242,10356683,2139447,4489
5418700,771269501,772590552,11518660,2005979,4298
5823979,720789501,721156179,10552571,1846417,5378
5643129,732093565,732180814,8966781,1857312,3651
5936140,650589867,641163213,9959096,1627092,3570
5682146,661838358,654773080,8520516,1648514,3432
5133208,648551347,646500400,8433472,1715537,3614
5301302,747724946,741627390,9171322,1815963,3701
5685103,698011231,686248242,8711059,1731192,3615
7698144,963166187,969152934,11879721,2566007,5285
10070595,1441742671,1424112117,17163822,3848779,7353
7331600,823684388,824630887,11568557,1977192,4292
6477104,876094050,875737202,10699408,2162540,4022
5897119,760223735,761489566,9863102,2113816,4255
5887334,656183615,652575952,8461979,1735593,4353
5661083,791829107,799424174,11178538,1863755,4018
5323545,707624118,690313216,8262226,1663123,3257
5153985,725811523,721923488,9128532,1775147,3748
6054697,655409604,647106792,8833220,1525900,4426
5928153,719182043,715682106,8875233,1892143,3886
6256309,761135867,762678094,9300045,1752371,4211
9774320,1127394274,1139663640,13995880,3011884,7068
8131057,1099388386,1079219153,13131462,2829072,6087
5713030,818574608,821219489,11059282,2014832,4119
6814847,870497602,862291197,10641272,2092132,4308
5517397,671705021,671759270,7974129,1594730,3597
5524304,700533876,699444509,8961285,1752571,3817
5799234,711459529,703878052,8986999,1850225,4157
8587148,840076256,832147378,10421348,2104796,4437
6896823,853468677,851305687,10654801,2207754,4589
5714307,725802011,722879737,11365897,1884113,3790
6680278,783800543,785328204,9779415,1985592,4040
6622343,693172468,673118397,9364499,1909827,3661
6111553,703848121,702433551,9704865,1684943,3266
5838511,713392859,716431483,10193374,1845695,3543
5733073,676040379,677338600,8398944,1667925,3958
5894862,628119897,630173936,8253323,1708080,4877
5607543,715390358,714891899,8584169,1771706,4571
10103614,1307375954,1321632862,16838812,3206194,6533
8387525,1072827965,1083211139,12859953,2657264,5651
6292439,795672559,802523399,11102993,2184654,4578
6721415,890716781,883236555,13555799,2112014,4715
6233964,721446816,714447049,9000707,1812006,3745
5908657,703400272,701208235,8360241,1661516,3764
5766830,759308015,758460518,8704939,1609603,3837
5249088,617221874,616801876,7891581,1568660,3911
4857152,627663672,626621680,8240847,1733844,3515
5792605,758769772,747759539,9291740,1844638,3912
6287859,687615399,697209025,8840303,1809518,3719
6487961,882565365,871243502,10150263,2022379,4143
10271747,1083635521,1084024647,13964521,3011867,6844
8013337,930315861,924930079,11595193,2478291,5078
6748736,856259164,861744049,10402361,2109578,4478
6025010,767929343,778751015,10911537,2022109,4244
6959699,775942639,772861648,9761416,1873753,3874
6693588,763976723,760776390,9606451,1915486,4006
6640456,724574353,716895735,9079264,1793477,4063
5764769,752104635,753129651,8950317,1842749,4257
6399681,802774019,782997416,9808619,1966880,4441
6326189,799586559,798505149,10804617,1830676,3725
5876435,669421624,669790704,8453844,1738091,3841
6818064,741413093,752600961,9524469,1970363,4400
7258415,870292557,849290626,11417538,2162944,4932
6530306,792741926,759217742,9668140,2063506,4255
6047780,845762618,834780933,9916750,1928734,3688
5103348,729365788,730447123,8965775,1867093,3651
5444438,620639926,616334963,8680049,1596509,3292
5482614,753184699,753758917,8923190,1760164,3623
5268949,684847405,661459645,8221485,1625290,3381
6246753,766591407,763397240,9979984,1896694,4004
5801331,719925646,725325761,10622092,1926044,3993
8414788,1010318469,1010587642,15486012,2623618,5410
10514760,1174148069,1152630484,14324765,3024307,6433
6034807,834551159,843709284,10193985,2170770,4095
7032343,802156424,803356254,9860325,1932203,4765
7126810,702507151,697801957,9180128,1963027,4258
5765654,741800004,746206843,9416211,2007010,3633
6729077,791731106,796638688,9653064,1813957,3811
5558264,692561951,696517250,8766661,1807063,4224
6119244,683628980,683481162,9029502,1867802,5024
5337524,654813446,650132997,8186618,1741032,4023
5953060,707334600,705011212,9323118,1874534,3827
5579075,770797993,743016887,9262930,1951232,3994
7713044,1023470371,1001194673,12633157,2789463,5327
11363536,1135214842,1123711287,15025342,3275446,6637
6856632,776087005,774425163,9970273,2088901,4234
6498813,911526135,904026722,10536240,2083448,4167
6822460,769808831,769618541,9694290,1924765,4124
5629407,729993930,723360802,8913587,1754740,3807
6282354,742269119,739143742,8925474,1818881,4526
4698130,760505786,753135085,9140918,2767295,3512
6514843,710226031,704032641,9084639,1742245,3618
5800153,717940383,713226660,12586954,1852902,3762
6428620,722402870,710781494,9060273,1878583,3957
5778345,818004995,813404823,9477749,1884984,3748
10855834,1211944996,1199868105,15199628,3339381,6921
9395929,1037771937,1015321307,12656883,2759547,5648
6694476,887292626,891714818,10893582,2264591,4675
6720918,871358664,867792994,11639180,2194440,4337
6535372,728635319,715980675,8857748,1663985,3590
5697514,692937182,696537337,9816728,1921755,3777
5514402,743978312,757803615,9351078,1855061,3573
5075618,649132123,645861201,8103765,1650419,3583
5975805,697095142,706124603,9147211,1786403,3600
6338510,705840401,704981699,9217239,1924689,3813
6303113,710598354,707769265,9323401,1969784,3939
6058611,722714915,716673210,9151565,1823000,4013
5394253,586436823,585972958,7625172,1550274,3504
5264741,660557068,662109819,9377350,1729065,3997
5322530,679468382,674004151,8375152,1737182,3442
5195560,678293541,657093519,8116211,1661355,3890
6524524,798686820,801304912,10150927,1990507,4160
9361498,1075099430,1075508978,13349275,2742021,5801
9336817,1288563975,1282117675,14892173,3074390,5781
8001911,958782149,934877474,11589391,2225921,4461
7346203,835486832,825558333,11415864,2143671,4049
6522722,639313625,635439943,9663075,1737139,3912
5713938,779254705,779898452,9418431,1965167,3962
5965725,684754823,684309580,9074301,1870475,3584
5991986,715672310,689979026,8991663,1879527,3945
5730054,752529588,755566835,8963015,1828212,3577
5875001,675858660,663237467,8772715,1870991,3680
5235885,706275165,682300159,8285794,1660309,3454
6339965,643292835,646953749,8275366,1622383,3342
6006868,704603888,698996864,11007884,1784828,3588
6150010,763473769,750812725,9517433,1943697,3938
6041235,751921929,751922188,9280464,1842569,3846
5672796,555057972,557046265,7303632,1379927,3286
5848091,722982559,722665682,9885542,1766936,3651
5104769,672600224,672299527,8673280,1856494,3765
5336082,724656488,705329772,8805052,1898294,4257
5324348,707344062,701918749,8508109,1824705,3736
6963541,779774647,777037297,9593878,1987827,4390
9632363,1260298406,1263970867,18421031,3272486,6995
6977768,852340256,849023652,10135790,2147680,5588
6810185,835268257,836127036,10108221,2059555,4250
6380897,779376622,775137854,9812921,1971312,4129
5705002,740561564,739788053,10313703,1921645,3761
6329304,749314595,748249798,9467617,1891893,3974
6080519,709960363,704193743,9127136,1829853,3788
5367131,689453560,678906269,9866248,1781069,3371
5146061,630259874,638014913,8314758,1770835,3437
5972724,809601153,776333611,9785072,2026304,3879
6369055,669616771,671676564,8818737,1818329,3757
7132152,908506531,923608849,11170512,2299006,5310
10738398,1251750201,1226895459,18304498,3118013,6465
7263877,949935498,952969777,11363327,2254896,4126
6698842,848409190,855454607,10072515,2098396,4688
7069755,790114997,779035404,9682349,2030382,4323
5839349,760924002,759524898,9755418,2047139,3837
5351504,799652142,793717651,10285701,1829775,3597
5315648,752867118,750727043,9053766,1748045,4186
6308733,688187164,681940586,8726202,1848175,4824
5846449,730641137,735806024,9457113,1875196,3553
6126738,749433915,749970605,9958112,1850108,4063
6365941,762497214,757083201,9614050,1956286,4603
9908219,1379859592,1372279429,15744106,3351110,6869
7995280,980880755,980358841,12055434,2537631,5355
8099742,730471827,742098852,9903774,1921192,4351
6517101,755953771,737318452,9687505,1831707,4306
6375289,735951239,738902157,9697749,2058498,3786
6158284,742340664,739502091,9094167,1817376,3683
6296900,668450692,667653616,8874252,1830423,3982
5667164,703561529,704341939,8784648,1819426,3560
6233380,675347542,659806230,8475570,1714189,3564
5487459,820943139,828294604,9801586,2012654,3809
5728682,754972227,747726459,8755836,1785929,3729
7193967,801257363,806513382,11467418,2254903,4653
9993944,1296940767,1300811442,16355075,3179989,6810
7798460,898520520,899662286,12193941,2237411,4259
6754138,933927203,939027482,11435943,2307728,4149
6902230,845552071,839979158,11420234,2260307,4153
6751982,870769823,861244868,11089100,2021016,3805
6964258,869489256,870972350,12012057,2274689,4942
5902952,711438862,710850880,9878702,1953158,4061
6775852,675609810,674337216,9344146,1834039,3744
6514352,904317274,883727576,13076194,2188102,4143
5355676,684820020,686468071,8308399,1798865,3891
8481127,940311705,939859032,11664205,2374901,4912
8606430,1061579684,1042465110,12348623,2651890,6867
7420144,973305874,968788892,11375653,2378837,4658
5599245,861149232,863879002,9930039,2089914,4142
5735214,728135607,726321484,8667529,1816694,3931
5788918,804841712,803637401,9413520,1918481,3898
6158730,741795698,749990177,9101866,1980337,4067
5863913,730063062,744436494,9995351,1904464,3765
5652797,703471848,705091046,8435799,1770558,3585
5419226,785981335,794135191,9213014,1883885,3291
5999635,725227500,728072827,8936576,1886538,3700
6597540,776505967,774244784,9535746,1904032,3967
5674973,641984006,642309514,8051296,1626580,3682
5463951,635798805,616581917,7552662,1517875,3639
5940624,702291564,702989905,8555860,1707049,3494
6296250,660412244,642651002,8216686,1715398,3875
6408237,764194636,770076462,9721649,1946984,3705
6352503,674941266,655645103,8336097,1748941,3566
5466441,659262946,654173896,8167186,1685520,3416
5759454,699430463,696126153,8607837,1694734,3261
5965571,741725403,728807408,9646917,1769177,3533
6872464,720258942,720034834,8779797,1647785,3906
5353796,756436163,753223371,9063354,1888387,3954
9625505,1101161957,1111657172,13377545,2817237,6485
8278948,1194975560,1170533683,15249022,2964166,5653
6387748,965682770,932006917,10659264,2189175,4674
6968813,749747364,746538657,9158590,1785929,3734
5417518,785764352,788746657,9523723,2020478,3890
6434492,744360265,741948430,9387611,1937156,4774
